Year,Player,GP,PPG,PTS,FGA,FG%,rFG%
2007,Tony Parker,77,9.7,744,608,61.2,6.4
2013,Kobe Bryant,78,9.7,754,646,58.4,4.7
2001,Kevin Garnett,81,9.7,788,719,54.8,2.8
2010,Kevin Durant,82,9.7,794,639,62.1,6.7
2009,Emeka Okafor,82,9.7,794,663,59.9,5.4
2004,Kevin Garnett,82,9.7,792,672,58.9,6.9
2010,Luis Scola,82,9.7,796,688,57.8,2.4
2003,Antawn Jamison,82,9.7,792,690,57.4,4.9
2021,Thomas Bryant,10,9.6,96,59,81.4,25.2
2020,Richaun Holmes,44,9.6,422,319,66.1,10.5
2021,James Harden,44,9.6,424,381,55.6,-0.5
2008,Eddy Curry,59,9.6,568,504,56.3,1.9
1998,Larry Johnson,70,9.6,674,578,58.3,5
2020,Tobias Harris,72,9.6,688,591,58.2,2.6
2014,Tyreke Evans,72,9.6,692,707,48.9,-5.1
2019,Domantas Sabonis,74,9.6,710,554,64.1,8.5
2017,Isaiah Thomas,76,9.6,726,675,53.8,-1.4
2013,Zach Randolph,76,9.6,728,703,51.8,-1.9
1997,Allen Iverson,76,9.6,726,749,48.5,-3.5
2005,Tony Parker,80,9.6,764,669,57.1,4
2006,Kobe Bryant,80,9.6,766,678,56.5,2.6
2000,Kevin Garnett,81,9.6,778,664,58.6,5.6
2000,Karl Malone,82,9.6,786,643,61.1,8.2
2008,Allen Iverson,82,9.6,784,753,52.1,-2.4
2013,Russell Westbrook,82,9.6,788,767,51.4,-2.3
2019,DeMarcus Cousins,30,9.5,284,249,57,1.5
2006,Carlos Boozer,33,9.5,314,251,62.5,8.7
2009,Carlos Boozer,37,9.5,352,334,52.7,-1.7
2007,Michael Redd,53,9.5,504,436,57.8,3
2020,Kawhi Leonard,57,9.5,540,483,55.9,0.3
2020,Tristan Thompson,57,9.5,540,510,52.9,-2.7
2018,Blake Griffin,58,9.5,552,513,53.8,-1.5
2008,Chris Wilcox,62,9.5,586,501,58.5,4
2021,Russell Westbrook,65,9.5,616,572,53.8,-2.3
2007,Allen Iverson,65,9.5,616,593,51.9,-2.8
2007,Andrew Bogut,66,9.5,628,521,60.3,5.5
2012,Josh Smith,66,9.5,626,542,57.7,4.3
2022,Donovan Mitchell,67,9.5,636,569,55.9,-0.7
2001,Stephon Marbury,67,9.5,636,592,53.7,1.7
2020,Devin Booker,70,9.5,666,554,60.1,4.5
2022,Nikola Vucevic,73,9.5,696,587,59.3,2.7
1998,Bison Dele,78,9.5,740,626,59.1,5.8
2004,LeBron James,79,9.5,752,724,51.9,-0.1
1997,Latrell Sprewell,80,9.5,756,650,58.2,6.1
2011,Shawn Marion,80,9.5,760,661,57.5,3
2010,David West,81,9.5,768,669,57.4,2
1998,Grant Hill,81,9.5,768,683,56.2,2.9
2003,Stephon Marbury,81,9.5,770,739,52.1,-0.4
2005,Kevin Garnett,82,9.5,778,695,56,2.9
1998,Zydrunas Ilgauskas,82,9.5,782,701,55.8,2.5
2022,Jaylen Hoard,7,9.4,66,61,54.1,-2.5
2013,Amar'e Stoudemire,29,9.4,274,224,61.2,7.5
2019,John Wall,32,9.4,300,270,55.6,0
2009,Andrew Bogut,36,9.4,340,283,60.1,5.6
2021,Marvin Bagley III,43,9.4,404,355,56.9,0.8
1999,Antonio McDyess,50,9.4,470,410,57.3,5.5
2010,Shaquille O'Neal,53,9.4,500,429,58.3,2.9
2008,Chris Kaman,56,9.4,526,521,50.5,-4
2012,JaVale McGee,61,9.4,576,497,57.9,4.5
2016,Nikola Vucevic,65,9.4,610,546,55.9,1.9
2005,Al Harrington,66,9.4,620,562,55.2,2.1
2007,Chris Bosh,69,9.4,646,551,58.6,3.9
2019,Kyle Kuzma,70,9.4,658,568,57.9,2.4
2022,Montrezl Harrell,71,9.4,668,486,68.7,12.1
2021,Enes Freedom,72,9.4,674,547,61.6,5.5
2005,Jason Richardson,72,9.4,674,588,57.3,4.2
1998,Bryant Reeves,74,9.4,692,574,60.3,7
2011,Nene,75,9.4,702,535,65.6,11.1
2015,Kenneth Faried,75,9.4,706,674,52.4,-1.1
2008,David West,76,9.4,714,697,51.2,-3.2
2010,Derrick Rose,78,9.4,736,659,55.8,0.4
2013,Kevin Durant,81,9.4,760,631,60.2,6.5
2005,Shawn Marion,81,9.4,760,636,59.7,6.6
2019,Thaddeus Young,81,9.4,762,641,59.4,3.9
2016,Andrew Wiggins,81,9.4,764,650,58.8,4.8
2019,Willie Cauley-Stein,81,9.4,760,655,58,2.5
2004,Antawn Jamison,82,9.4,772,650,59.4,7.4
2007,Chris Wilcox,82,9.4,772,662,58.3,3.6
2007,Vince Carter,82,9.4,768,705,54.5,-0.3
2020,Jabari Parker,38,9.3,352,270,65.2,9.5
2015,Hassan Whiteside,48,9.3,448,341,65.7,12.2
1999,Corliss Williamson,50,9.3,466,427,54.6,2.7
2015,Dwyane Wade,62,9.3,576,506,56.9,3.4
2008,Shawn Marion,63,9.3,588,482,61,6.5
1997,Marcus Camby,63,9.3,586,512,57.2,5.2
2011,Andray Blatche,64,9.3,594,572,51.9,-2.5
2012,Kevin Durant,66,9.3,616,518,59.5,6
2000,Kobe Bryant,66,9.3,614,533,57.6,4.6
2009,Josh Smith,69,9.3,640,553,57.9,3.4
2021,Nikola Vucevic,70,9.3,648,585,55.4,-0.7
2020,Shai Gilgeous-Alexander,70,9.3,650,626,51.9,-3.7
2018,James Harden,72,9.3,672,599,56.1,0.8
2022,Tobias Harris,73,9.3,682,621,54.9,-1.7
2010,Shawn Marion,75,9.3,694,646,53.7,-1.7
2008,Tyson Chandler,79,9.3,732,580,63.1,8.6
2017,Steven Adams,80,9.3,742,628,59.1,3.9
1998,Allen Iverson,80,9.3,744,699,53.2,-0.1
2003,Shareef Abdur-Rahim,81,9.3,754,684,55.1,2.6
2001,Shareef Abdur-Rahim,81,9.3,752,703,53.5,1.5
2001,Juwan Howard,81,9.3,752,763,49.3,-2.7
1998,Gary Payton,82,9.3,760,682,55.7,2.4
2017,Andrew Wiggins,82,9.3,766,693,55.3,0.1
1997,Juwan Howard,82,9.3,762,711,53.6,1.6
2004,Carmelo Anthony,82,9.3,766,765,50.1,-2
2015,Tony Wroten,30,9.2,276,285,48.4,-5.1
1999,Patrick Ewing,38,9.2,348,360,48.3,-3.5
2012,Derrick Rose,39,9.2,360,349,51.6,-1.9
2020,Caris LeVert,45,9.2,416,440,47.3,-8.4
2006,Jermaine O'Neal,51,9.2,468,435,53.8,-0.1
2002,Vin Baker,55,9.2,504,468,53.8,1.2
2021,DeMar DeRozan,61,9.2,560,515,54.4,-1.7
2021,John Collins,63,9.2,582,455,64,7.8
2021,Trae Young,63,9.2,580,580,50,-6.1
2020,Donovan Mitchell,69,9.2,638,630,50.6,-5
2005,Kenyon Martin,70,9.2,646,565,57.2,4.1
2022,RJ Barrett,70,9.2,642,698,46,-10.6
2014,Derrick Favors,73,9.2,672,571,58.8,4.8
1998,Arvydas Sabonis,73,9.2,668,595,56.1,2.8
1997,Tyrone Hill,74,9.2,682,549,62.1,10.1
2022,Scottie Barnes,74,9.2,678,588,57.7,1
2015,Thaddeus Young,76,9.2,698,660,52.9,-0.6
2016,DeAndre Jordan,77,9.2,712,504,70.6,16.7
1997,Elden Campbell,77,9.2,706,708,49.9,-2.2
2009,Brandon Roy,78,9.2,714,634,56.3,1.9
2015,Pau Gasol,78,9.2,720,687,52.4,-1.1
2003,Antoine Walker,78,9.2,716,789,45.4,-7.1
2010,Carl Landry,80,9.2,734,613,59.9,4.5
2001,Karl Malone,81,9.2,742,611,60.7,8.7
2015,DeAndre Jordan,82,9.2,754,529,71.3,17.8
1998,Michael Jordan,82,9.2,752,667,56.4,3
2003,Kevin Garnett,82,9.2,754,679,55.5,3
2022,Collin Sexton,11,9.1,100,87,57.5,0.8
2020,Jimmy Butler,58,9.1,526,473,55.6,0
2019,Marvin Bagley III,62,9.1,562,490,57.3,1.8
2012,Pau Gasol,65,9.1,590,520,56.7,3.3
2014,John Henson,70,9.1,634,549,57.7,3.7
2009,Gerald Wallace,71,9.1,644,590,54.6,0.1
2006,Eddy Curry,72,9.1,656,578,56.7,2.9
1997,Anthony Mason,73,9.1,666,645,51.6,-0.4
2014,Paul Millsap,74,9.1,676,619,54.6,0.6
2006,Chris Webber,75,9.1,680,679,50.1,-3.8
2009,David West,76,9.1,688,646,53.3,-1.2
2004,Jason Richardson,78,9.1,708,641,55.2,3.2
2016,DeMar DeRozan,78,9.1,712,683,52.1,-1.9
2004,Jermaine O'Neal,78,9.1,712,745,47.8,-4.2
2004,Shawn Marion,79,9.1,720,647,55.6,3.6
2011,Monta Ellis,80,9.1,728,639,57,2.5
2010,Rajon Rondo,81,9.1,736,625,58.9,3.5
1998,Kevin Willis,81,9.1,740,649,57,3.7
2004,Yao Ming,82,9.1,748,660,56.7,4.7
2002,Stephon Marbury,82,9.1,748,724,51.7,-1
2004,Antoine Walker,82,9.1,750,727,51.6,-0.4
2003,Allen Iverson,82,9.1,748,742,50.4,-2.1
2022,Zavier Simpson,4,9.0,36,39,46.2,-10.5
1999,Karl Malone,49,9.0,442,375,58.9,7.1
1999,Hakeem Olajuwon,50,9.0,450,392,57.4,5.5
2020,Joel Embiid,51,9.0,458,390,58.7,3.1
1997,Rik Smits,52,9.0,470,462,50.9,-1.1
2020,Jaylen Brown,57,9.0,512,449,57,1.4
2020,Brandon Clarke,58,9.0,524,382,68.6,12.9
1997,Anfernee Hardaway,59,9.0,532,481,55.3,3.3
2021,Jarrett Allen,63,9.0,564,433,65.1,9
2004,Kobe Bryant,65,9.0,588,566,51.9,-0.1
2005,Kobe Bryant,66,9.0,592,524,56.5,3.4
2009,Shawn Marion,69,9.0,618,564,54.8,0.4
2010,Gerald Wallace,76,9.0,686,609,56.3,0.9
2009,Nene,77,9.0,696,528,65.9,11.5
2007,Kobe Bryant,77,9.0,692,608,56.9,2.2
2013,Kenneth Faried,80,9.0,720,618,58.3,4.5
1997,Grant Hill,80,9.0,720,653,55.1,3.1
1998,Shawn Kemp,80,9.0,716,725,49.4,-3.9
2011,Thaddeus Young,82,9.0,742,592,62.7,8.2
2008,Kobe Bryant,82,9.0,738,615,60,5.5
2009,Brook Lopez,82,9.0,740,642,57.6,3.2
2003,Kobe Bryant,82,9.0,736,681,54,1.5
1997,Rod Strickland,82,9.0,740,718,51.5,-0.5
2003,Amar'e Stoudemire,82,9.0,736,726,50.7,-1.8
2012,Eric Gordon,9,8.9,80,68,58.8,5.4
2000,Gary Trent,11,8.9,98,88,55.7,2.7
2009,Monta Ellis,25,8.9,222,196,56.6,2.2
1998,Patrick Ewing,26,8.9,232,218,53.2,-0.1
2022,Dillon Brooks,32,8.9,284,279,50.9,-5.7
1999,Gary Trent,45,8.9,402,358,56.1,4.3
2004,Allen Iverson,48,8.9,428,464,46.1,-5.9
2022,Caris LeVert,58,8.9,516,501,51.5,-5.1
2012,Tony Parker,60,8.9,536,465,57.6,4.2
2020,Steven Adams,63,8.9,558,461,60.5,4.9
2013,Anthony Davis,64,8.9,570,452,63.1,9.3
2018,Willie Cauley-Stein,73,8.9,652,611,53.4,-2
2010,Kobe Bryant,73,8.9,648,619,52.3,-3.1
2004,Erick Dampier,74,8.9,658,594,55.4,3.4
2004,Carlos Boozer,75,8.9,670,558,60,8
1997,Bryant Reeves,75,8.9,668,607,55,3
2018,Montrezl Harrell,76,8.9,680,512,66.4,11.1
2008,Andris Biedrins,76,8.9,678,539,62.9,8.4
2022,Trae Young,76,8.9,676,669,50.5,-6.1
2011,Carmelo Anthony,77,8.9,682,661,51.6,-2.9
2006,Paul Pierce,79,8.9,706,637,55.4,1.5
2013,Carlos Boozer,79,8.9,702,638,55,1.3
2006,Vince Carter,79,8.9,700,705,49.6,-4.2
2004,Lamar Odom,80,8.9,710,712,49.9,-2.2
2014,Marcin Gortat,81,8.9,720,597,60.3,6.3
2002,Antoine Walker,81,8.9,724,777,46.6,-6.1
2007,Luol Deng,82,8.9,728,600,60.7,5.9
2009,Kobe Bryant,82,8.9,726,618,58.7,4.3
2001,Michael Finley,82,8.9,728,639,57,5
1999,Zydrunas Ilgauskas,5,8.8,44,40,55,3.1
2022,Kyrie Irving,29,8.8,254,219,58,1.4
2019,Tristan Thompson,43,8.8,378,349,54.2,-1.4
1999,Allen Iverson,48,8.8,422,426,49.5,-2.3
1999,Grant Hill,50,8.8,438,390,56.2,4.3
1997,Charles Barkley,53,8.8,464,385,60.3,8.2
2011,Eric Gordon,56,8.8,490,460,53.3,-1.2
2011,Tyreke Evans,57,8.8,504,529,47.6,-6.8
2016,Jonas Valanciunas,60,8.8,526,448,58.7,4.7
2022,Robert Williams III,61,8.8,534,357,74.8,18.2
2018,Robin Lopez,64,8.8,560,475,58.9,3.6
2012,Rudy Gay,65,8.8,574,525,54.7,1.2
2020,Damian Lillard,66,8.8,578,529,54.6,-1
2013,Shawn Marion,67,8.8,588,515,57.1,3.4
2022,Christian Wood,68,8.8,596,486,61.3,4.7
2008,Zach Randolph,69,8.8,606,592,51.2,-3.3
2006,Ruben Patterson,71,8.8,626,560,55.9,2
2016,Kevin Durant,72,8.8,632,504,62.7,8.7
2011,Kevin Love,73,8.8,644,610,52.8,-1.7
2003,Tracy McGrady,75,8.8,658,610,53.9,1.4
2014,Terrence Jones,76,8.8,668,550,60.7,6.7
2009,Paul Millsap,76,8.8,672,575,58.4,4
1997,Danny Manning,77,8.8,674,547,61.6,9.6
2005,Vince Carter,77,8.8,674,653,51.6,-1.5
2015,Goran Dragic,78,8.8,684,555,61.6,8.1
2008,Antawn Jamison,79,8.8,698,635,55,0.5
2022,Franz Wagner,79,8.8,696,665,52.3,-4.3
2010,Rudy Gay,80,8.8,706,643,54.9,-0.5
2000,Keith Van Horn,80,8.8,700,661,53,0
1997,Joe Smith,80,8.8,700,692,50.6,-1.4
2004,Richard Jefferson,82,8.8,720,616,58.4,6.4
1998,Dikembe Mutombo,82,8.8,724,634,57.1,3.8
2008,Baron Davis,82,8.8,718,674,53.3,-1.2
2019,Dwight Howard,9,8.7,78,59,66.1,10.5
2012,Andrew Bogut,12,8.7,104,112,46.4,-7
2004,Chris Webber,23,8.7,200,214,46.7,-5.3
2017,Jahlil Okafor,50,8.7,436,397,54.9,-0.2
1997,Derrick Coleman,57,8.7,496,469,52.9,0.9
2021,Jrue Holiday,59,8.7,516,440,58.6,2.5
2007,Baron Davis,63,8.7,548,494,55.5,0.7
2020,Spencer Dinwiddie,64,8.7,556,545,51,-4.6
2012,Roy Hibbert,65,8.7,564,515,54.8,1.3
1998,Jayson Williams,65,8.7,566,549,51.5,-1.8
2009,Carmelo Anthony,66,8.7,572,557,51.3,-3.1
2008,Chris Bosh,67,8.7,586,504,58.1,3.7
2019,Kyrie Irving,67,8.7,580,526,55.1,-0.4
2011,David West,70,8.7,606,561,54,-0.5
2007,Josh Smith,72,8.7,624,573,54.5,-0.3
2011,David Lee,73,8.7,634,573,55.3,0.9
2014,Rudy Gay,73,8.7,636,587,54.2,0.1
2017,Julius Randle,74,8.7,646,611,52.9,-2.3
2016,Jabari Parker,76,8.7,664,569,58.3,4.4
2006,Chris Kaman,78,8.7,678,614,55.2,1.3
2003,Paul Pierce,79,8.7,684,632,54.1,1.6
2013,JJ Hickson,80,8.7,698,596,58.6,4.9
1997,Dikembe Mutombo,80,8.7,692,605,57.2,5.2
2008,Chris Paul,80,8.7,698,615,56.7,2.3
1998,Antonio McDyess,81,8.7,702,572,61.4,8
2018,Taj Gibson,82,8.7,716,553,64.7,9.4
2010,Nene,82,8.7,710,564,62.9,7.5
2015,Marcin Gortat,82,8.7,716,574,62.4,8.9
2011,Kobe Bryant,82,8.7,716,642,55.8,1.3
2004,Matt Harpring,31,8.6,268,225,59.6,7.5
2019,T.J. Warren,43,8.6,368,328,56.1,0.5
1999,Maurice Taylor,46,8.6,396,398,49.7,-2.1
1999,Kevin Garnett,47,8.6,406,392,51.8,-0.1
2022,John Collins,54,8.6,464,369,62.9,6.2
2011,Andrew Bynum,54,8.6,462,389,59.4,4.9
2009,Marquis Daniels,54,8.6,466,413,56.4,2
2005,Shareef Abdur-Rahim,54,8.6,464,424,54.7,1.6
2022,Kevin Durant,55,8.6,474,408,58.1,1.5
2018,Nikola Vucevic,57,8.6,488,426,57.3,2
2007,Joe Johnson,57,8.6,492,434,56.7,1.9
2018,Jimmy Butler,59,8.6,506,426,59.4,4.1
2022,Brandon Clarke,64,8.6,548,408,67.2,10.5
2005,Lamar Odom,64,8.6,550,524,52.5,-0.6
2013,Tyreke Evans,65,8.6,556,504,55.2,1.5
2020,Jayson Tatum,66,8.6,568,551,51.5,-4.1
2013,Tim Duncan,69,8.6,596,525,56.8,3.1
2020,Jarrett Allen,70,8.6,600,454,66.1,10.4
2000,Stephon Marbury,74,8.6,638,608,52.5,-0.5
2018,Victor Oladipo,75,8.6,644,531,60.6,5.3
2002,Alonzo Mourning,75,8.6,648,550,58.9,6.3
2009,Thaddeus Young,75,8.6,642,564,56.9,2.5
2017,Damian Lillard,75,8.6,644,619,52,-3.1
2005,Carmelo Anthony,75,8.6,642,621,51.7,-1.4
2019,Derrick Favors,76,8.6,650,487,66.7,11.2
2001,Ruben Patterson,76,8.6,652,577,56.5,4.5
2018,Derrick Favors,77,8.6,662,497,66.6,11.3
2018,Jonas Valanciunas,77,8.6,664,549,60.5,5.1
2014,Kevin Love,77,8.6,666,593,56.2,2.1
2006,Zydrunas Ilgauskas,78,8.6,674,614,54.9,1
2013,James Harden,78,8.6,668,636,52.5,-1.2
1997,Otis Thorpe,79,8.6,680,595,57.1,5.1
2015,Jonas Valanciunas,80,8.6,688,565,60.9,7.4
2018,DeMar DeRozan,80,8.6,684,622,55,-0.3
2010,Al Horford,81,8.6,694,588,59,3.6
2017,James Harden,81,8.6,694,619,56.1,0.9
2019,Tobias Harris,82,8.6,708,631,56.1,0.5
2015,Terrence Jones,33,8.5,282,243,58,4.5
2013,Glen Davis,34,8.5,288,270,53.3,-0.4
2021,Kevin Durant,35,8.5,296,234,63.2,7.1
2022,Malcolm Brogdon,36,8.5,306,272,56.3,-0.4
1999,Charles Barkley,42,8.5,358,312,57.4,5.5
2021,Donovan Mitchell,53,8.5,448,455,49.2,-6.9
1997,LaPhonso Ellis,55,8.5,468,440,53.2,1.2
2018,Kyrie Irving,60,8.5,512,456,56.1,0.8
1997,Rasheed Wallace,62,8.5,526,428,61.4,9.4
2018,Elfrid Payton,63,8.5,538,495,54.3,-1
2007,Nene,64,8.5,542,425,63.8,9
2010,Antawn Jamison,66,8.5,560,491,57,1.6
2010,Thaddeus Young,67,8.5,570,518,55,-0.4
2016,Zach Randolph,68,8.5,576,563,51.2,-2.8
2014,JJ Hickson,69,8.5,584,523,55.8,1.8
2007,Jermaine O'Neal,69,8.5,588,585,50.3,-4.5
2014,Michael Carter-Williams,70,8.5,598,643,46.5,-7.5
2008,Kenyon Martin,71,8.5,602,502,60,5.5
2015,Paul Millsap,73,8.5,624,562,55.5,2
2005,Emeka Okafor,73,8.5,620,572,54.2,1.1
2013,David West,73,8.5,622,592,52.5,-1.2
2014,Tim Duncan,74,8.5,628,547,57.4,3.4
2013,LaMarcus Aldridge,74,8.5,626,551,56.8,3.1
2010,Joe Johnson,76,8.5,648,613,52.9,-2.5
2013,Nikola Vucevic,77,8.5,658,571,57.6,3.9
2019,Kevin Durant,78,8.5,660,534,61.8,6.2
2018,Donovan Mitchell,79,8.5,674,635,53.1,-2.3
2000,Vin Baker,79,8.5,668,643,51.9,-1
2000,David Robinson,80,8.5,682,588,58,5
2015,Marc Gasol,81,8.5,688,618,55.7,2.2
2017,Greg Monroe,81,8.5,692,625,55.4,0.2
2016,Paul Millsap,81,8.5,692,641,54,0
2014,Monta Ellis,82,8.5,700,663,52.8,-1.3
2013,Tristan Thompson,82,8.5,696,684,50.9,-2.8
2016,Isaiah Thomas,82,8.5,696,709,49.1,-4.9
2021,Jusuf Nurkic,37,8.4,312,287,54.4,-1.8
2012,Nene,39,8.4,328,267,61.4,8
2021,John Wall,40,8.4,336,332,50.6,-5.5
2022,Richaun Holmes,45,8.4,378,282,67,10.4
1997,Cedric Ceballos,50,8.4,422,386,54.7,2.6
2018,Tyreke Evans,52,8.4,436,435,50.1,-5.2
2014,Nikola Vucevic,57,8.4,480,442,54.3,0.3
2008,Gerald Wallace,62,8.4,518,470,55.1,0.6
2001,Marcus Camby,63,8.4,528,462,57.1,5.1
2005,Ruben Patterson,70,8.4,586,498,58.8,5.7
2021,Anthony Edwards,72,8.4,606,570,53.2,-3
2015,Victor Oladipo,72,8.4,608,604,50.3,-3.2
1997,Eric Williams,72,8.4,604,662,45.6,-6.4
2002,Kenyon Martin,73,8.4,616,523,58.9,6.2
2017,Goran Dragic,73,8.4,614,558,55,-0.1
1997,Antonio McDyess,74,8.4,624,578,54,2
2006,Zach Randolph,74,8.4,624,656,47.6,-6.3
2006,Jason Richardson,75,8.4,630,568,55.5,1.6
2014,Goran Dragic,76,8.4,642,543,59.1,5.1
2011,Paul Millsap,76,8.4,642,552,58.2,3.7
2000,Lamar Odom,76,8.4,638,633,50.4,-2.6
1998,Rod Strickland,76,8.4,636,667,47.7,-5.7
2015,Tim Duncan,77,8.4,646,571,56.6,3.1
2014,Josh Smith,77,8.4,644,609,52.9,-1.2
2003,Donyell Marshall,78,8.4,652,646,50.5,-2
2011,JJ Hickson,80,8.4,674,626,53.8,-0.6
2001,Anthony Mason,80,8.4,674,649,51.9,-0.1
2004,Zydrunas Ilgauskas,81,8.4,680,647,52.6,0.5
1997,Jerry Stackhouse,81,8.4,682,682,50,-2
2014,DeAndre Jordan,82,8.4,690,507,68,14
2017,Marcin Gortat,82,8.4,690,562,61.4,6.2
2016,Enes Freedom,82,8.4,692,569,60.8,6.8
2007,Andris Biedrins,82,8.4,692,573,60.4,5.6
2000,Vince Carter,82,8.4,690,598,57.7,4.7
2016,James Harden,82,8.4,692,644,53.7,-0.3
2000,Jerry Stackhouse,82,8.4,688,644,53.4,0.5
2004,Jamaal Magloire,82,8.4,686,670,51.2,-0.8
2019,Kemba Walker,82,8.4,688,682,50.4,-5.1
2001,Alonzo Mourning,13,8.3,108,88,61.4,9.4
2010,Greg Oden,21,8.3,174,138,63,7.6
1997,Jayson Williams,41,8.3,342,380,45,-7
2019,Derrick Rose,51,8.3,424,396,53.5,-2
2020,Kelly Oubre Jr.,56,8.3,466,443,52.6,-3
2012,Kobe Bryant,58,8.3,484,452,53.5,0.1
2020,Mitchell Robinson,61,8.3,504,339,74.3,18.7
2022,Zach LaVine,67,8.3,558,464,60.1,3.5
2016,Nerlens Noel,67,8.3,554,470,58.9,5
2014,Tony Parker,68,8.3,566,517,54.7,0.7
2019,DeAndre Jordan,69,8.3,570,437,65.2,9.7
2006,Chris Bosh,70,8.3,578,506,57.1,3.2
2015,LaMarcus Aldridge,71,8.3,590,522,56.5,3
2015,Donatas Motiejunas,71,8.3,588,526,55.9,2.4
2022,Anthony Edwards,72,8.3,596,540,55.2,-1.4
2017,Kyrie Irving,72,8.3,596,567,52.6,-2.6
2014,Tony Wroten,72,8.3,596,599,49.7,-4.3
2021,RJ Barrett,72,8.3,598,625,47.8,-8.3
2019,Serge Ibaka,74,8.3,614,488,62.9,7.4
2016,LaMarcus Aldridge,74,8.3,616,506,60.9,6.9
2009,Kevin Durant,74,8.3,612,508,60.2,5.8
2006,Kevin Garnett,76,8.3,630,532,59.2,5.3
2007,Monta Ellis,77,8.3,642,538,59.7,4.9
2019,Eric Bledsoe,78,8.3,650,531,61.2,5.6
2002,Corliss Williamson,78,8.3,650,545,59.6,7
2000,Rasheed Wallace,81,8.3,672,546,61.5,8.6
2015,James Harden,81,8.3,672,639,52.6,-0.9
2019,De'Aaron Fox,81,8.3,676,653,51.8,-3.8
2011,Lamar Odom,82,8.3,678,541,62.7,8.2
1997,Kendall Gill,82,8.3,678,653,51.9,-0.1
1997,Olden Polynice,82,8.3,684,680,50.3,-1.7
2004,Shareef Abdur-Rahim,85,8.3,706,690,51.2,-0.9
2013,Anderson Varejao,25,8.2,206,200,51.5,-2.2
2007,Nenad Krstic,26,8.2,214,190,56.3,1.6
2009,Chris Kaman,31,8.2,254,222,57.2,2.8
2021,Victor Oladipo,33,8.2,270,256,52.7,-3.4
1999,Michael Finley,50,8.2,408,373,54.7,2.8
2022,Kristaps Porzingis,51,8.2,416,351,59.3,2.6
2006,Bonzi Wells,52,8.2,424,382,55.5,1.6
2008,Metta World Peace,57,8.2,466,447,52.1,-2.3
2019,Jaren Jackson Jr.,58,8.2,478,420,56.9,1.3
2005,Larry Hughes,61,8.2,498,470,53,-0.1
2020,Brandon Ingram,62,8.2,506,471,53.7,-1.9
2012,Thaddeus Young,63,8.2,518,452,57.3,3.9
1997,Dominique Wilkins,63,8.2,516,518,49.8,-2.2
2010,Wilson Chandler,65,8.2,532,437,60.9,5.5
2019,Jimmy Butler,65,8.2,534,476,56.1,0.5
2017,T.J. Warren,66,8.2,542,454,59.7,4.5
2012,John Wall,66,8.2,540,529,51,-2.4
2016,Rudy Gay,70,8.2,572,548,52.2,-1.8
2017,Zach Randolph,73,8.2,596,564,52.8,-2.3
2022,Aaron Gordon,75,8.2,612,465,65.8,9.2
2008,Lamar Odom,77,8.2,630,512,61.5,7.1
2005,Zydrunas Ilgauskas,78,8.2,638,634,50.3,-2.8
2019,Jarrett Allen,80,8.2,654,517,63.2,7.7
2001,Donyell Marshall,81,8.2,668,570,58.6,6.6
2018,Andrew Wiggins,82,8.2,672,584,57.5,2.2
2008,Richard Jefferson,82,8.2,670,602,55.6,1.2
2004,Gary Payton,82,8.2,676,613,55.1,3.1
2015,Nikola Pekovic,31,8.1,250,292,42.8,-10.7
2021,Kristaps Porzingis,43,8.1,350,291,60.1,4
2018,Greg Monroe,51,8.1,412,354,58.2,2.9
2012,Kyrie Irving,51,8.1,412,379,54.4,0.9
2007,David West,52,8.1,420,387,54.3,-0.5
2010,Tony Parker,56,8.1,456,389,58.6,3.2
2021,Malcolm Brogdon,56,8.1,454,448,50.7,-5.4
2012,Chris Bosh,57,8.1,462,415,55.7,2.2
2022,Wendell Carter Jr.,62,8.1,502,393,63.9,7.2
1998,Keith Van Horn,62,8.1,502,474,53,-0.4
2021,Stephen Curry,63,8.1,510,426,59.9,3.7
2019,Malcolm Brogdon,64,8.1,518,467,55.5,-0.1
2022,Cade Cunningham,64,8.1,516,530,48.7,-7.9
2015,Rudy Gay,68,8.1,554,540,51.3,-2.2
2009,Devin Harris,69,8.1,558,520,53.7,-0.8
2010,Corey Maggette,70,8.1,570,466,61.2,5.8
2021,Andrew Wiggins,71,8.1,578,488,59.2,3.1
2011,Joe Johnson,72,8.1,580,509,57,2.5
2022,Julius Randle,72,8.1,584,556,52.5,-4.1
2003,Keith Van Horn,74,8.1,596,534,55.8,3.3
2018,Nikola Jokic,75,8.1,606,541,56,0.7
2001,Vince Carter,75,8.1,610,561,54.4,2.4
2022,Ivica Zubac,76,8.1,612,485,63.1,6.5
2001,Rasheed Wallace,77,8.1,626,527,59.4,7.4
1997,Kevin Garnett,77,8.1,622,548,56.8,4.7
2009,Chris Bosh,77,8.1,622,578,53.8,-0.6
2016,Stephen Curry,79,8.1,636,512,62.1,8.1
2016,Reggie Jackson,79,8.1,642,657,48.9,-5.1
1998,Clifford Robinson,80,8.1,644,578,55.7,2.4
2008,Rudy Gay,81,8.1,654,578,56.6,2.1
2009,LaMarcus Aldridge,81,8.1,658,582,56.5,2.1
2002,Kevin Garnett,81,8.1,660,617,53.5,0.8
1997,Vlade Divac,81,8.1,654,627,52.2,0.1
2017,Elfrid Payton,82,8.1,662,614,53.9,-1.3
2013,Monta Ellis,82,8.1,662,633,52.3,-1.4
2000,Shawn Kemp,82,8.1,662,728,45.5,-7.5
