Year,Player,GP,PPG,PTS,FGA,eFG%,reFG%
2005,Calvin Booth,51,0.8,42,57,36.8,-7.5
2009,Calvin Booth,8,0.8,6,6,50,3.6
2002,Cedric Henderson,12,0.8,10,16,31.3,-12.6
2003,Charles Oakley,42,0.8,32,40,40,-3.3
2006,Chris Kaman,78,0.8,60,90,33.3,-11.8
2017,Chris McCullough,16,0.8,13,15,43.3,-5
2005,Chris Mihm,75,0.8,58,78,37.2,-7.2
2012,Chris Wilcox,28,0.8,22,20,55,10.3
2005,Clar. Weatherspoon,40,0.8,32,54,29.6,-14.8
2018,Cody Zeller,33,0.8,26,26,50,0.5
2022,Dalano Banton,64,0.8,54,74,36.5,-13.7
2003,Dalibor Bagaric,10,0.8,8,10,40,-3.3
2015,Darius Morris,38,0.8,31,58,26.7,-19.6
2011,Darius Songaila,10,0.8,8,9,44.4,-1.5
2012,Darryl Watkins,5,0.8,4,5,40,-4.7
2020,Daryl Macon,4,0.8,3,3,50,-0.5
2006,David Lee,67,0.8,54,47,57.4,12.4
2022,DeAndre' Bembry,56,0.8,45,38,59.2,9
2017,Dejounte Murray,38,0.8,31,37,41.9,-6.4
2016,Delon Wright,27,0.8,21,23,45.7,-1.5
2007,Desmond Mason,75,0.8,62,120,25.8,-19.6
2011,Dominic McGuire,52,0.8,44,78,28.2,-17.7
2009,Dontell Jefferson,6,0.8,5,9,27.8,-18.7
2001,Doug West,15,0.8,12,26,23.1,-20.4
2020,Dwight Powell,40,0.8,30,43,34.9,-15.6
2006,Earl Barron,8,0.8,6,8,37.5,-7.6
2011,Ed Davis,65,0.8,54,59,45.8,-0.2
2012,Ed Davis,66,0.8,54,89,30.3,-14.3
2002,Eduardo Najera,62,0.8,48,62,38.7,-5.1
2009,Eduardo Najera,27,0.8,21,31,33.9,-12.6
2010,Emeka Okafor,82,0.8,64,100,32,-13.6
2018,Enes Freedom,71,0.8,56,71,39.4,-10
2016,Erick Green,9,0.8,7,9,38.9,-8.2
1997,Ervin Johnson,82,0.8,68,106,32.1,-10.9
2022,Eugene Omoruyi,4,0.8,3,4,37.5,-12.7
2020,Evan Turner,19,0.8,16,25,32,-18.5
1997,Evric Gray,5,0.8,4,7,28.6,-14.4
2014,Garrett Temple,75,0.8,58,92,31.5,-15.2
2017,Gary Payton II,6,0.8,5,11,22.7,-25.6
2004,Gary Trent,68,0.8,54,103,26.2,-16.9
1997,George Zidek,52,0.8,44,39,56.4,13.5
2010,Gerald Henderson,43,0.8,34,57,29.8,-15.8
2004,Gerald Wallace,37,0.8,28,44,31.8,-11.3
2003,Grant Long,41,0.8,32,47,34,-9.3
2015,Greg Monroe,69,0.8,58,78,37.2,-9.1
2019,Guerschon Yabusele,41,0.8,31,35,44.3,-5.3
2015,Hassan Whiteside,48,0.8,38,46,41.3,-5
2018,Isaiah Hicks,18,0.8,14,21,33.3,-16.1
2012,Ish Smith,26,0.8,21,29,36.2,-8.5
2014,Ish Smith,70,0.8,53,86,30.8,-15.9
2007,J.J. Barea,33,0.8,28,45,31.1,-14.3
2016,JaKarr Sampson,73,0.8,58,91,31.9,-15.2
2022,Jake Layman,34,0.8,28,42,33.3,-16.9
2003,Jamaal Magloire,82,0.8,64,111,28.8,-14.5
2004,James Jones,6,0.8,5,9,27.8,-15.3
2007,Jared Jeffries,55,0.8,46,70,32.9,-12.6
2004,Jarron Collins,81,0.8,64,89,36,-7.2
2002,Jason Collins,77,0.8,63,97,32.5,-11.3
2006,Jason Maxiell,26,0.8,20,31,32.3,-12.8
2014,Jason Maxiell,34,0.8,28,40,35,-11.8
1997,Jason Sasser,8,0.8,6,9,33.3,-9.6
2012,Jason Thompson,64,0.8,50,76,32.9,-11.8
2019,Jaylen Morris,4,0.8,3,3,50,0.4
2013,Jeff Adrien,52,0.8,44,63,34.9,-11.2
2014,Jeff Adrien,53,0.8,42,56,37.5,-9.3
2009,Jeff Foster,74,0.8,58,95,30.5,-15.9
2015,Jerel McNeal,6,0.8,5,6,41.7,-4.6
2014,Jeremy Tyler,41,0.8,32,36,44.4,-2.3
2012,Jerome Dyson,9,0.8,7,16,21.9,-22.8
2002,Jerome Williams,68,0.8,54,77,35.1,-8.7
2009,Jerryd Bayless,53,0.8,45,80,28.1,-18.3
2010,Johan Petro,36,0.8,30,37,40.5,-5.1
2000,John Celestand,16,0.8,12,24,25,-18.7
2014,John Henson,70,0.8,54,90,30,-16.8
1997,John Wallace,68,0.8,57,56,50.9,8
2018,Jon Leuer,8,0.8,6,13,23.1,-26.4
2000,Jonathan Bender,24,0.8,20,38,26.3,-17.3
2020,Jordan Bone,10,0.8,8,14,28.6,-21.9
2022,Jordan Schakel,4,0.8,3,7,21.4,-28.8
2015,Jorge Gutierrez,20,0.8,16,18,44.4,-1.8
2021,Josh Hall,21,0.8,16,43,18.6,-33.2
2008,Josh McRoberts,8,0.8,6,5,60,13.9
2006,Josh Powell,37,0.8,28,34,41.2,-3.9
2007,Josh Powell,37,0.8,30,45,33.3,-12.1
2020,JR Smith,6,0.8,5,14,17.9,-32.6
2022,JT Thor,33,0.8,25,32,39.1,-11.1
2018,Julyan Stone,23,0.8,18,13,69.2,19.8
2022,Justin Champagnie,36,0.8,30,29,51.7,1.5
2005,Kaniel Dickens,11,0.8,9,11,40.9,-3.5
2002,Kedrick Brown,29,0.8,23,43,26.7,-17.1
2003,Kedrick Brown,51,0.8,43,93,23.1,-20.2
2000,Kelvin Cato,65,0.8,52,87,29.9,-13.8
2013,Kendrick Perkins,78,0.8,66,85,38.8,-7.3
2014,Kenneth Faried,80,0.8,62,105,29.5,-17.2
2010,Kevin Ollie,25,0.8,20,27,37,-8.6
2022,Kevin Pangos,24,0.8,20,29,34.5,-15.7
2022,Kris Dunn,14,0.8,11,24,22.9,-27.3
2015,Kyle Anderson,33,0.8,25,45,27.8,-18.5
2017,Kyle Singler,32,0.8,25,43,29.1,-19.2
2013,Landry Fields,51,0.8,40,57,35.1,-11.1
2006,Linas Kleiza,61,0.8,46,77,29.9,-15.2
2000,Loy Vaught,43,0.8,36,57,31.6,-12.1
2022,Malik Fitts,15,0.8,12,10,60,9.8
2009,Malik Hairston,15,0.8,12,19,31.6,-14.8
2002,Mamadou N'diaye,5,0.8,4,3,66.7,22.9
2003,Mamadou N'diaye,22,0.8,18,26,34.6,-8.7
2009,Marcus Banks,22,0.8,17,34,25,-21.4
2011,Marcus Camby,59,0.8,50,93,26.9,-19.1
2000,Mark Davis,23,0.8,18,35,25.7,-17.9
2022,Marquese Chriss,34,0.8,28,27,51.9,1.6
2022,Mason Jones,4,0.8,3,5,30,-20.2
2002,Mateen Cleaves,32,0.8,24,34,35.3,-8.5
2003,Mateen Cleaves,12,0.8,9,13,34.6,-8.7
2019,Michael Beasley,26,0.8,21,35,30,-19.6
2005,Michael Sweetney,77,0.8,64,89,36,-8.4
2013,Mike Scott,40,0.8,30,46,32.6,-13.6
2002,Mikki Moore,30,0.8,23,27,42.6,-1.2
2003,Mikki Moore,8,0.8,6,8,37.5,-5.8
2021,Montrezl Harrell,69,0.8,54,77,35.1,-16.7
2015,Nick Calathes,58,0.8,47,81,29,-17.3
2020,Nigel Williams-Goss,10,0.8,8,9,44.4,-6
2014,Nikola Pekovic,54,0.8,44,69,31.9,-14.9
2015,Noah Vonleh,25,0.8,21,22,47.7,1.4
2001,Othella Harrington,74,0.8,62,121,25.6,-17.9
2001,Otis Thorpe,49,0.8,38,56,33.9,-9.6
2008,P.J. Brown,18,0.8,14,20,35,-11.1
2017,Pascal Siakam,55,0.8,43,57,37.7,-10.6
2004,Paul Grant,10,0.8,8,9,44.4,1.3
2016,Phil Pressey,23,0.8,18,30,30,-17.1
2008,Randolph Morris,18,0.8,14,24,29.2,-16.9
2003,Randy Brown,32,0.8,24,33,36.4,-7
2002,Randy Livingston,13,0.8,11,23,23.9,-19.9
2020,Rayjon Tucker,20,0.8,15,22,34.1,-16.4
1997,Reggie Geary,39,0.8,33,38,43.4,0.5
2002,Rick Brunson,59,0.8,50,63,39.7,-4.1
1997,Rick Mahorn,22,0.8,18,21,42.9,-0.1
2014,Ricky Ledo,11,0.8,9,12,37.5,-9.3
2015,Robin Lopez,59,0.8,48,67,35.8,-10.5
2016,Robin Lopez,82,0.8,64,93,34.4,-12.7
2009,Roko Ukic,72,0.8,59,123,24,-22.4
2021,Romeo Langford,18,0.8,15,26,28.8,-22.9
2017,Ronnie Price,14,0.8,11,21,26.2,-22.1
2017,Roy Hibbert,48,0.8,38,43,44.2,-4.1
2005,Ruben Patterson,70,0.8,54,100,27,-17.4
2004,Rusty LaRue,4,0.8,3,3,50,6.9
2014,Ryan Gomes,5,0.8,4,7,28.6,-18.2
2011,Samardo Samuels,37,0.8,30,46,32.6,-13.3
2013,Samardo Samuels,18,0.8,14,35,20,-26.2
2019,Scott Machado,4,0.8,3,2,75,25.4
2007,Scott Padgett,31,0.8,26,40,32.5,-13
2001,Sean Colson,13,0.8,11,21,26.2,-17.3
2014,Sergey Karasev,22,0.8,18,29,31,-15.7
2018,Shabazz Muhammad,43,0.8,35,48,36.5,-13
2020,Shamorie Ponds,4,0.8,3,2,75,24.5
2009,Shaquille O'Neal,75,0.8,62,88,35.2,-11.2
2005,Shawn Bradley,77,0.8,60,66,45.5,1.1
2015,Shawn Marion,57,0.8,44,70,31.4,-14.8
2015,Shayne Whittington,20,0.8,15,17,44.1,-2.2
2008,Shelden Williams,64,0.8,50,69,36.2,-9.8
2011,Solomon Jones,39,0.8,30,52,28.8,-17.1
2009,Sonny Weems,12,0.8,10,15,33.3,-13.1
2000,Stacey Augmon,59,0.8,50,72,34.7,-8.9
2003,Stacey Augmon,70,0.8,56,100,28,-15.3
1998,Stacey Augmon,71,0.8,57,90,31.7,-11.2
1998,Steve Henson,23,0.8,19,18,52.8,9.9
2008,Stromile Swift,56,0.8,46,78,29.5,-16.6
2002,Tariq Abdul-Wahad,24,0.8,19,55,17.3,-26.5
1998,Tim Legler,8,0.8,6,16,18.8,-24.1
2012,Timofey Mozgov,44,0.8,36,38,47.4,2.7
2011,Tony Allen,72,0.8,60,102,29.4,-16.5
2012,Tony Battie,27,0.8,22,34,32.4,-12.3
2002,Tony Massenburg,73,0.8,59,93,31.7,-12.1
2003,Travis Knight,32,0.8,24,41,29.3,-14.1
1997,Travis Knight,71,0.8,56,75,37.3,-5.6
2021,Trent Forrest,30,0.8,25,32,39.1,-12.7
2013,Trevor Booker,48,0.8,36,53,34,-12.2
2020,Tristan Thompson,57,0.8,45,52,43.3,-7.2
2001,Tyrone Corbin,15,0.8,12,27,22.2,-21.3
1999,Tyrone Hill,38,0.8,32,55,29.1,-13
2022,Tyrone Wallace,6,0.8,5,9,27.8,-22.4
2020,Udonis Haslem,4,0.8,3,4,37.5,-13
2022,Udonis Haslem,13,0.8,11,13,42.3,-7.9
2007,Uros Slokar,20,0.8,15,14,53.6,8.1
2007,Vassilis Spanoulis,31,0.8,25,42,29.8,-15.7
2003,Vitaly Potapenko,26,0.8,22,28,39.3,-4.1
2002,Vladimir Stepania,67,0.8,53,83,31.9,-11.9
2021,Vlatko Cancar,41,0.8,31,36,43.1,-8.7
2006,Von Wafer,16,0.8,12,28,21.4,-23.7
2008,Von Wafer,29,0.8,22,43,25.6,-20.5
2015,Will Cherry,8,0.8,6,10,30,-16.3
1998,Willie Burton,13,0.8,11,14,39.3,-3.6
2017,Willie Cauley-Stein,75,0.8,60,91,33,-15.3
2019,Willie Cauley-Stein,81,0.8,65,85,38.2,-11.3
2017,Willy Hernangomez,72,0.8,54,80,33.8,-14.5
2005,Yuta Tabuse,4,0.8,3,4,37.5,-6.9
2022,Yves Pons,12,0.8,9,9,50,-0.2
1997,Zan Tabak,13,0.8,10,17,29.4,-13.5
2006,Zarko Cabarkapa,61,0.8,47,79,29.7,-15.3
2022,Zavier Simpson,4,0.8,3,13,11.5,-38.7
2016,Zaza Pachulia,76,0.8,62,109,28.4,-18.7
2006,Zeljko Rebraca,29,0.8,22,22,50,4.9
1997,Acie Earl,47,0.7,34,70,24.3,-18.6
2010,Acie Law,26,0.7,19,22,43.2,-2.5
2001,Adonal Foyle,58,0.7,38,47,40.4,-3.1
1997,Alan Henderson,30,0.7,22,43,25.6,-17.4
2005,Anderson Varejao,54,0.7,40,55,36.4,-8
2007,Andray Blatche,56,0.7,40,78,25.6,-19.8
2006,Andrew Bogut,82,0.7,56,81,34.6,-10.5
2009,Andrew Bogut,36,0.7,26,34,38.2,-8.2
2011,Andrew Bogut,65,0.7,44,81,27.2,-18.8
1997,Andrew Lang,52,0.7,38,59,32.2,-10.7
2003,Ansu Sesay,45,0.7,30,53,28.3,-15
2006,Anthony Goldwire,3,0.7,2,3,33.3,-11.8
1997,Antonio Harvey,6,0.7,4,3,66.7,23.7
1997,Antonio Lang,64,0.7,46,62,37.1,-5.8
2013,Arnett Moultrie,47,0.7,34,36,47.2,1.1
2015,Aron Baynes,70,0.7,51,60,42.5,-3.8
2017,Aron Baynes,75,0.7,50,55,45.5,-2.8
2006,Awvee Storey,25,0.7,17,31,27.4,-17.7
2008,Awvee Storey,26,0.7,18,44,20.5,-25.6
2020,Bam Adebayo,72,0.7,48,107,22.4,-28.1
2018,Ben Simmons,81,0.7,60,111,27,-22.4
2000,Bill Curley,28,0.7,20,28,35.7,-7.9
2001,Bill Curley,20,0.7,13,18,36.1,-7.4
1999,Bill Curley,35,0.7,25,35,35.7,-6.4
2020,Boban Marjanovic,44,0.7,32,45,35.6,-14.9
2022,Boban Marjanovic,23,0.7,15,13,57.7,7.5
2006,Boniface Ndong,23,0.7,16,27,29.6,-15.5
2016,Brandan Wright,12,0.7,8,5,80,32.9
2010,Brian Cardinal,29,0.7,21,27,38.9,-6.7
2012,Brian Cardinal,44,0.7,32,52,30.8,-13.9
2020,Bruno Caboclo,30,0.7,21,38,27.6,-22.9
2002,Bruno Sundov,22,0.7,16,25,32,-11.8
2016,Cameron Bairstow,18,0.7,13,17,38.2,-8.9
1998,Carl Herrera,58,0.7,38,61,31.1,-11.7
2007,Cedric Simmons,43,0.7,32,58,27.6,-17.9
2018,Cheick Diallo,52,0.7,34,45,37.8,-11.7
2020,Chimezie Metu,18,0.7,12,15,40,-10.5
2016,Chris Andersen,27,0.7,18,21,42.9,-4.3
2004,Chris Wilcox,65,0.7,46,86,26.7,-16.4
2011,Chris Wilcox,57,0.7,38,50,38,-7.9
2012,Christian Eyenga,7,0.7,5,16,15.6,-29
1997,Chucky Brown,70,0.7,48,68,35.3,-7.6
1998,Clifford Rozier,6,0.7,4,4,50,7.1
2008,Coby Karl,17,0.7,12,16,37.5,-8.6
2018,Damien Wilkins,19,0.7,14,25,28,-21.5
1999,Dan Schayes,19,0.7,14,20,35,-7.1
1999,Danny Fortson,50,0.7,34,62,27.4,-14.6
2012,Darius Morris,19,0.7,13,17,38.2,-6.4
2004,Darius Songaila,73,0.7,52,72,36.1,-7
2008,Darrick Martin,17,0.7,12,29,20.7,-25.4
2017,David Lee,79,0.7,58,69,42,-6.3
2000,Dean Garrett,56,0.7,40,46,43.5,-0.2
2001,Dean Garrett,70,0.7,46,60,38.3,-5.2
2007,Dee Brown,49,0.7,32,52,30.8,-14.7
1997,Dennis Rodman,55,0.7,36,60,30,-12.9
2001,Derrick McKey,66,0.7,48,73,32.9,-10.6
2007,Dijon Thompson,6,0.7,4,7,28.6,-16.9
2004,Dikembe Mutombo,65,0.7,46,59,39,-4.1
1997,Donnie Boyce,22,0.7,15,30,25,-17.9
2005,Dorell Wright,3,0.7,2,9,11.1,-33.3
2009,Dorell Wright,6,0.7,4,8,25,-21.4
1997,Duane Causwell,46,0.7,33,31,53.2,10.3
1998,Duane Ferrell,50,0.7,36,64,28.1,-14.7
1997,Dwayne Schintzius,15,0.7,11,18,30.6,-12.4
2006,Dwight Howard,82,0.7,56,108,25.9,-19.2
2002,Eddy Curry,72,0.7,48,68,35.3,-8.5
2004,Eduardo Najera,58,0.7,42,50,42,-1.1
2007,Eduardo Najera,75,0.7,51,84,30.4,-15.1
2003,Efthimios Rentzias,35,0.7,24,35,34.3,-9.1
2011,Ekpe Udoh,58,0.7,42,62,33.9,-12.1
2014,Ekpe Udoh,42,0.7,28,37,37.8,-8.9
2018,Emeka Okafor,26,0.7,18,21,42.9,-6.6
1997,Ennis Whatley,3,0.7,2,1,100,57.1
1999,Erick Dampier,50,0.7,36,69,26.1,-16
2007,Fabricio Oberto,79,0.7,56,75,37.3,-8.1
1999,Fred Hoiberg,12,0.7,8,16,25,-17.1
2003,Gerald Wallace,47,0.7,31,60,25.8,-17.5
2000,Gheorghe Muresan,30,0.7,20,32,31.3,-12.4
2015,Glenn Robinson III,35,0.7,25,37,33.8,-12.5
1997,Greg Dreiling,40,0.7,29,36,40.3,-2.7
2012,Gustavo Ayon,54,0.7,36,55,32.7,-11.9
2019,Harry Giles III,58,0.7,40,64,31.3,-18.3
2021,Hassan Whiteside,36,0.7,24,24,50,-1.8
1998,Herb Williams,27,0.7,20,29,34.5,-8.4
2005,Horace Jenkins,15,0.7,10,25,20,-24.4
2011,Ish Smith,43,0.7,31,36,43.1,-2.9
2019,Ivan Rabb,49,0.7,35,60,29.2,-20.4
2018,Jabari Bird,13,0.7,9,9,50,0.5
2005,Jackson Vroman,46,0.7,30,52,28.8,-15.5
2018,Jacob Pullen,3,0.7,2,2,50,0.5
2001,Jamal Robinson,6,0.7,4,13,15.4,-28.1
2005,Jamal Sampson,23,0.7,16,23,34.8,-9.6
2018,Jameel Warney,3,0.7,2,2,50,0.5
2016,James Young,29,0.7,20,27,37,-10.1
1999,Jamie Feick,28,0.7,20,30,33.3,-8.7
1998,Jamie Feick,45,0.7,30,36,41.7,-1.2
2008,Jared Jeffries,73,0.7,52,95,27.4,-18.7
2012,Jared Jeffries,39,0.7,29,44,33,-11.7
2003,Jarron Collins,22,0.7,16,30,26.7,-16.7
2003,Jason Caffey,51,0.7,38,68,27.9,-15.4
2009,Jason Maxiell,78,0.7,58,104,27.9,-18.5
2011,Jason Maxiell,57,0.7,40,53,37.7,-8.2
1999,Jason Sasser,6,0.7,4,5,40,-2.1
2021,JaVale McGee,46,0.7,31,52,29.8,-22
2010,Jeff Teague,71,0.7,53,82,32.3,-13.3
2002,Jeff Trepagnier,12,0.7,8,12,33.3,-10.5
2012,Jeremy Tyler,42,0.7,28,53,26.4,-18.3
2005,Jerome James,80,0.7,54,80,33.8,-10.6
2011,Jerry Stackhouse,7,0.7,5,8,31.3,-14.7
2019,Jimmer Fredette,6,0.7,4,19,10.5,-39
2006,Johan Petro,68,0.7,46,56,41.1,-4
2020,John Henson,40,0.7,26,38,34.2,-16.3
2015,Jonas Valanciunas,80,0.7,58,87,33.3,-12.9
2012,Josh Selby,28,0.7,20,31,32.3,-12.4
2007,Justin Reed,41,0.7,30,48,31.3,-14.2
2004,Kaniel Dickens,3,0.7,2,1,100,56.9
2010,Kareem Rush,7,0.7,5,7,35.7,-9.9
1998,Keith Closs,58,0.7,40,63,31.7,-11.1
2006,Kelvin Cato,27,0.7,18,28,32.1,-12.9
2014,Kenyon Martin,32,0.7,22,31,35.5,-11.3
2001,Keon Clark,81,0.7,60,126,23.8,-19.7
2016,KJ McDaniels,37,0.7,25,32,39.1,-8
2006,Kris Humphries,62,0.7,42,83,25.3,-19.8
2004,Kwame Brown,74,0.7,55,96,28.6,-14.5
2020,Kyle Guy,3,0.7,2,4,25,-25.5
2008,Lance Allred,3,0.7,2,4,25,-21.1
2001,Lavor Postell,26,0.7,17,32,26.6,-16.9
2017,Lavoy Allen,61,0.7,42,61,34.4,-13.9
2003,Lawrence Funderburke,27,0.7,20,33,30.3,-13
2012,Lazar Hayward,26,0.7,18,25,36,-8.7
1997,Lou Roe,17,0.7,12,27,22.2,-20.7
2012,Luc Mbah a Moute,43,0.7,29,70,20.7,-24
2014,Luc Mbah a Moute,64,0.7,42,64,32.8,-13.9
2016,Luc Mbah a Moute,75,0.7,56,68,41.2,-5.9
2005,Mamadou N'diaye,11,0.7,8,9,44.4,0.1
2005,Marcus Haislip,9,0.7,6,17,17.6,-26.7
2007,Marcus Vinicius,13,0.7,9,9,50,4.5
2009,Marcus Williams,11,0.7,8,13,30.8,-15.7
2010,Mardy Collins,43,0.7,32,56,28.6,-17.1
2004,Mark Jackson,42,0.7,31,56,27.7,-15.4
1999,Mark Macon,7,0.7,5,13,19.2,-22.8
2001,Mark Pope,63,0.7,47,71,33.1,-10.4
2002,Mark Pope,45,0.7,30,48,31.3,-12.6
1998,Mark Strickland,51,0.7,36,67,26.9,-16
2018,Markelle Fultz,14,0.7,10,21,23.8,-25.6
2013,Marquis Teague,48,0.7,32,51,31.4,-14.8
2014,Marquis Teague,40,0.7,27,45,30,-16.8
2015,Maurice Harkless,45,0.7,30,59,25.4,-20.9
2017,Maurice Ndour,32,0.7,23,38,30.3,-18
2014,Meyers Leonard,40,0.7,26,40,32.5,-14.3
2022,Micah Potter,3,0.7,2,3,33.3,-16.9
2003,Michael Bradley,67,0.7,45,81,27.8,-15.6
2020,Michael Kidd-Gilchrist,25,0.7,17,27,31.5,-19
2001,Michael Redd,6,0.7,4,10,20,-23.5
2005,Mike Wilks,48,0.7,33,41,40.2,-4.1
2006,Mike Wilks,47,0.7,35,49,35.7,-9.4
2004,Mikki Moore,32,0.7,22,35,31.4,-11.7
2006,Mikki Moore,47,0.7,32,52,30.8,-14.3
2022,Montrezl Harrell,71,0.7,52,67,38.8,-11.4
2009,Nazr Mohammed,39,0.7,28,38,36.8,-9.6
2012,Nazr Mohammed,63,0.7,42,56,37.5,-7.2
2007,Nene,64,0.7,46,90,25.6,-19.9
2019,Nene,42,0.7,28,35,40,-9.6
2017,Nerlens Noel,51,0.7,38,54,35.2,-13.1
2010,Nick Collison,75,0.7,51,60,42.5,-3.1
2012,Nick Collison,63,0.7,42,47,44.7,0
2014,Nick Collison,81,0.7,58,72,40.3,-6.5
2004,Omar Cook,17,0.7,12,21,28.6,-14.5
2010,Patrick O'Bryant,11,0.7,8,8,50,4.4
2013,Perry Jones III,38,0.7,26,51,25.5,-20.7
1999,Pooh Richardson,11,0.7,8,24,16.7,-25.4
2008,Primoz Brezec,50,0.7,36,51,35.3,-10.8
2013,Quincy Acy,29,0.7,21,25,42,-4.2
2005,Rafael Araujo,59,0.7,41,61,33.6,-10.8
2007,Rafael Araujo,28,0.7,20,26,38.5,-7
1997,Randy Livingston,64,0.7,45,59,38.1,-4.8
2006,Reece Gaines,12,0.7,8,10,40,-5.1
1997,Reggie Slater,26,0.7,18,27,33.3,-9.6
2015,Reggie Williams,20,0.7,13,23,28.3,-18
2012,Renaldo Balkman,14,0.7,10,15,33.3,-11.3
2016,Richaun Holmes,51,0.7,36,58,31,-16.1
1997,Robert Parish,43,0.7,30,40,37.5,-5.4
2006,Robert Swift,47,0.7,32,34,47.1,2
2004,Robert Traylor,71,0.7,52,86,30.2,-12.9
2012,Robin Lopez,64,0.7,44,75,29.3,-15.3
2019,Robin Lopez,74,0.7,53,83,31.9,-17.6
1999,Rodrick Rhodes,13,0.7,9,27,16.7,-25.4
2007,Ronnie Brewer,56,0.7,40,66,30.3,-15.2
2001,Sam Jacobson,14,0.7,10,11,45.5,2
2005,Samaki Walker,14,0.7,10,12,41.7,-2.7
1997,Samaki Walker,43,0.7,30,49,30.6,-12.3
2005,Scot Pollard,49,0.7,36,56,32.1,-12.2
1997,Scott Brooks,38,0.7,25,25,50,7.1
2003,Sean Lampley,35,0.7,24,41,29.3,-14.1
2007,Sean Marks,3,0.7,2,4,25,-20.5
2009,Sean Marks,60,0.7,44,74,29.7,-16.7
2005,Shaquille O'Neal,73,0.7,50,90,27.8,-16.6
1999,Shaquille O'Neal,49,0.7,34,64,26.6,-15.5
2006,Sharrod Ford,3,0.7,2,1,100,54.9
2002,Shawn Bradley,53,0.7,38,58,32.8,-11.1
2009,Shawne Williams,15,0.7,11,32,17.2,-29.2
2014,Solomon Jones,11,0.7,8,10,40,-6.8
2002,Tang Hamilton,9,0.7,6,11,27.3,-16.5
2009,Tarence Kinsey,50,0.7,37,39,47.4,1
2008,Taurean Green,17,0.7,12,21,28.6,-17.5
2021,Thaddeus Young,68,0.7,50,71,35.2,-16.6
2006,Theo Ratliff,55,0.7,36,37,48.6,3.6
2014,Thomas Robinson,70,0.7,50,85,29.4,-17.3
2016,Tibor Pleiss,12,0.7,8,6,66.7,19.6
2014,Timofey Mozgov,82,0.7,56,77,36.4,-10.4
1997,Tom Chambers,12,0.7,8,11,36.4,-6.6
1998,Tom Hammonds,57,0.7,42,53,39.6,-3.2
2005,Tony Massenburg,61,0.7,44,72,30.6,-13.8
1997,Tony Massenburg,79,0.7,52,75,34.7,-8.3
2004,Torraye Braggs,15,0.7,10,10,50,6.9
1998,Travis Williams,39,0.7,26,35,37.1,-5.7
2022,Trendon Watford,48,0.7,33,50,33,-17.2
2016,Trevor Booker,79,0.7,54,81,33.3,-13.8
2018,Trevor Booker,68,0.7,48,63,38.1,-11.4
2004,Troy Bell,6,0.7,4,10,20,-23.1
2017,Tyler Zeller,51,0.7,34,51,33.3,-15
2018,Tyler Zeller,66,0.7,44,51,43.1,-6.3
2004,Tyson Chandler,35,0.7,26,34,38.2,-4.9
2021,Vernon Carey Jr.,19,0.7,13,15,43.3,-8.5
2007,Viktor Khryapa,33,0.7,24,43,27.9,-17.5
2006,Vitaly Potapenko,33,0.7,24,22,54.5,9.5
2013,Vladimir Radmanovic,25,0.7,17,30,28.3,-17.8
2000,Vladimir Stepania,30,0.7,20,42,23.8,-19.8
2001,Vladimir Stepania,29,0.7,19,39,24.4,-19.1
2020,Wenyen Gabriel,30,0.7,20,21,47.6,-2.9
2022,Xavier Tillman Sr.,53,0.7,38,65,29.2,-21
2019,Yuta Watanabe,15,0.7,10,26,19.2,-30.3
2008,Zaza Pachulia,62,0.7,46,73,31.5,-14.6
2010,Zaza Pachulia,78,0.7,52,60,43.3,-2.3
2021,Zion Williamson,61,0.7,42,49,42.9,-8.9
2004,Zoran Planinic,49,0.7,35,52,33.7,-9.5
2000,Aaron Williams,81,0.6,52,76,34.2,-9.4
2001,Adam Keefe,67,0.6,41,71,28.9,-14.6
2003,Adonal Foyle,82,0.6,50,54,46.3,3
2005,Al Jefferson,71,0.6,40,51,39.2,-5.2
2010,Alando Tucker,15,0.6,9,14,32.1,-13.5
2022,Alex Len,39,0.6,22,25,44,-6.2
1998,Alton Lister,7,0.6,4,4,50,7.1
2003,Amar'e Stoudemire,82,0.6,50,100,25,-18.3
2010,Anderson Varejao,76,0.6,47,83,28.3,-17.3
2018,Andre Roberson,39,0.6,24,37,32.4,-17
2021,Andre Roberson,5,0.6,3,8,18.8,-33
2009,Andrew Bynum,50,0.6,32,45,35.6,-10.9
2003,Avery Johnson,48,0.6,28,42,33.3,-10
2011,Ben Uzoh,42,0.6,25,39,32.1,-13.9
2002,Ben Wallace,80,0.6,44,75,29.3,-14.5
1998,Benoit Benjamin,14,0.6,8,10,40,-2.9
2016,Boban Marjanovic,54,0.6,32,36,44.4,-2.7
2019,Boban Marjanovic,58,0.6,36,35,51.4,1.9
2009,Brandan Wright,39,0.6,24,41,29.3,-17.2
2008,Brendan Haywood,80,0.6,46,78,29.5,-16.6
2003,Bruno Sundov,26,0.6,16,35,22.9,-20.5
2007,Calvin Booth,44,0.6,27,35,38.6,-6.9
1997,Carl Thomas,19,0.6,11,20,27.5,-15.4
2000,Carlos Rogers,53,0.6,33,79,20.9,-22.8
2002,Charlie Bell,7,0.6,4,10,20,-23.8
2004,Chris Andersen,71,0.6,45,66,34.1,-9
1998,Chris Crawford,40,0.6,25,28,44.6,1.8
1998,Chris Garner,38,0.6,24,40,30,-12.9
2018,Chris McCullough,19,0.6,11,17,32.4,-17.1
